,Title,X Specter,Y Specter,X TFIDF,Y TFIDF
2414,SemanticTraj: A New Approach to Interacting with Massive Taxi Trajectories,7.2527565956,9.380815506,12.992846489,5.4118480682
2415,Visualizing Dimension Coverage to Support Exploratory Analysis,7.916574955,5.6859416962,8.0074882507,6.0842933655
2416,Magnostics: Image-Based Search of Interesting Matrix Views for Guided Network Exploration,7.8659453392,3.7708692551,6.9045209885,6.079018116
2417,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process,8.5935134888,5.7295064926,9.1266345978,8.0128707886
2418,A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections,6.0430669785,5.0991439819,8.8714103699,6.0107784271
2419,Squares: Supporting Interactive Performance Analysis for Multiclass Classifiers,6.1548976898,4.566678524,10.1101322174,7.7354998589
2420,An Analysis of Machine- and Human-Analytics in Classification,8.827255249,6.7386345863,9.6689090729,8.384062767
2421,Multi-Resolution Climate Ensemble Parameter Analysis with Nested Parallel Coordinates Plots,5.8334269524,9.4899520874,11.8750314713,3.3998727798
2422,Towards Better Analysis of Deep Convolutional Neural Networks,5.4091091156,4.3093066216,10.8338403702,7.0026278496
2423,Visualizing the Hidden Activity of Artificial Neural Networks,5.6171545982,4.3413710594,10.905040741,6.8641839027
2424,Characterizing Guidance in Visual Analytics,8.8360443115,6.8448519707,9.6939353943,8.8984212875
2425,Toward Theoretical Techniques for Measuring the Use of Human Effort in Visual Analytic Systems,9.1041955948,6.8808794022,9.7966022491,8.4362411499
2426,Designing Progressive and Interactive Analytics Processes for High-Dimensional Data Analysis,8.039935112,5.9991607666,9.7032337189,8.2166843414
2427,NameClarifier: A Visual Analytics System for Author Name Disambiguation,10.2347240448,4.2926316261,9.6723394394,8.9086790085
2428,TopicLens: Efficient Multi-Level Visual Topic Exploration of Large-Scale Document Collections,10.1994476318,4.1705818176,6.8837442398,10.3834171295
2429,<italic>TextTile</italic>: An Interactive Visualization Tool for Seamless Exploratory Analysis of Structured Data and Unstructured Text,10.3460206985,5.4208703041,6.9964337349,9.1374807358
2430,<bold>AnaFe</bold>: Visual <bold>Anal</bold>ytics of Image-derived Temporal <bold>Fe</bold>atures--Focusing on the Spleen,2.4555044174,6.1410999298,9.9528999329,6.2352523804
2431,Blockwise Human Brain Network Visual Comparison Using NodeTrix Representation,2.9505295753,5.5898637772,12.5518627167,7.8733429909
2432,PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations,3.5038778782,4.3460769653,12.0262784958,6.2712340355
2433,Visual Analysis of MOOC Forums with iForum,11.1922292709,6.2236790657,9.234536171,11.7350845337
2434,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,10.430316925,9.5924406052,10.4125452042,11.634721756
2435,AxiSketcher: Interactive Nonlinear Axis Mapping of Visualizations through User Drawings,6.7111520767,6.0415840149,8.1517543793,5.9948449135
2436,VisMatchmaker: Cooperation of the User and the Computer in Centralized Matching Adjustment,7.4037914276,2.9258971214,7.0995044708,10.3215312958
2437,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis,6.6254415512,5.2973809242,7.8301000595,5.4855074883
2438,VisFlow - Web-based Visualization Framework for Tabular Data with a Subset Flow Model,8.7016935349,5.8979797363,10.5216197968,1.9485344887
2439,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,9.0866165161,4.3929038048,6.9490904808,8.4350595474
2440,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,9.4108581543,6.5997562408,9.7551774979,8.7870512009
2441,What do Constraint Programming Users Want to See? Exploring the Role of Visualisation in Profiling of Models and Search,8.8851509094,6.2428221703,9.4283781052,6.9361395836
2442,ViDX: Visual Diagnostics of Assembly Line Performance in Smart Factories,8.1773147583,9.2126188278,10.2052869797,8.6524677277
2443,Visual Analytics for Mobile Eye Tracking,6.097568512,7.5327014923,10.6294708252,6.8761148453
2444,GazeDx: Interactive Visual Analytics Framework for Comparative Gaze Analysis with Volumetric Medical Images,6.1154899597,7.4794588089,10.9610137939,6.1549167633
2445,Patterns and Sequences: Interactive Exploration of Clickstreams to Understand Common Visitor Paths,7.4483838081,7.2066993713,9.7838659286,6.7875471115
2446,Visualization by Demonstration: An Interaction Paradigm for Visual Data Exploration,9.4347429276,6.3003630638,8.7000055313,8.0840568542
2447,Vega-Lite: A Grammar of Interactive Graphics,8.6198348999,6.4628620148,8.8361577988,6.6115369797
2448,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,10.1156520844,7.4225649834,8.0998535156,8.4100914001
2449,<italic>PowerSet</italic>: A Comprehensive Visualization of Set Intersections,7.7153043747,4.5597085953,6.7088503838,4.5427031517
2450,Quantifying the Visual Impact of Classification Boundaries in Choropleth Maps,6.3760070801,8.4897871017,9.6329679489,7.3697638512
2451,Small Multiples with Gaps,7.1431512833,4.6622276306,5.6054525375,5.9852924347
2452,Map LineUps: Effects of spatial structure on graphical inference,6.4962229729,8.4383573532,10.4815034866,7.8008513451
2453,Evaluation of Graph Sampling: A Visualization Perspective,8.0493764877,3.4437909126,9.2021932602,4.7880077362
2454,Many-to-Many Geographically-Embedded Flow Visualisation: An Evaluation,6.4912061691,8.2981443405,10.2382478714,1.5102683306
2455,An Evaluation of Visual Search Support in Maps,5.1589107513,6.6996397972,6.9416069984,8.3561897278
2456,Evaluating the Impact of Binning 2D Scalar Fields,5.5867304802,6.7468371391,8.4684743881,6.2136898041
2457,Immersive Collaborative Analysis of Network Connectivity: CAVE-style or Head-Mounted Display?,9.9751367569,8.0365343094,8.6989994049,10.5734825134
2458,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,9.6771640778,7.4364514351,8.2293558121,9.4011688232
2459,Embedded Data Representations,9.4625740051,7.3361110687,8.2806901932,9.1952896118
2460,The Attraction Effect in Information Visualization,9.7903518677,6.8989591599,9.1866121292,8.7314300537
2461,Iterating between Tools to Create and Edit Visualizations,9.1156311035,6.4310245514,9.1778755188,8.889251709
2462,Data-Driven Guides: Supporting Expressive Design for Information Graphics,9.3821525574,7.1598148346,8.8525695801,8.2952098846
2463,Authoring Data-Driven Videos with DataClips,11.065990448,5.9011263847,9.0142440796,12.1478376389
2464,Temporal Summary Images: An Approach to Narrative Visualization via Interactive Annotation Generation and Placement,10.7043657303,5.8624401093,6.9342489243,8.3950586319
2465,Colorgorical: Creating discriminable and preferable color palettes for information visualization,5.4125342369,6.2966008186,6.7874875069,3.1038427353
2466,Probabilistic Graph Layout for Uncertain Network Visualization,7.9377450943,3.0909888744,5.158621788,5.3183727264
2467,Towards Unambiguous Edge Bundling: Investigating Confluent Drawings for Network Visualization,7.7789149284,2.4429323673,4.5572538376,4.9039940834
2468,<italic>VLAT</italic>: Development of a Visualization Literacy Assessment Test,10.4062728882,6.7416086197,7.3102254868,6.286919117
2469,V<sc>iz</sc>I<sc>t</sc>C<sc>ards</sc>: A Card-Based Toolkit for Infovis Design Education,10.6526184082,6.569881916,9.1432199478,9.4031572342
2470,booc.io: An Education System with Hierarchical Concept Maps and Dynamic Non-linear Learning Plans,11.2017650604,6.5253138542,9.3619699478,11.4731712341
2471,Exploring the Possibilities of Embedding Heterogeneous Data Attributes in Familiar Visualizations,7.9168868065,5.6344780922,8.5868339539,6.3095479012
2472,Screenit: Visual Analysis of Cellular Screens,2.7760586739,5.1079645157,12.140958786,5.3666191101
2473,PROACT: Iterative Design of a Patient-Centered Visualization for Effective Prostate Cancer Health Risk Communication,2.4194059372,6.1858868599,11.8626470566,6.0989356041
2474,WeightLifter: Visual Weight Space Exploration for Multi-Criteria Decision Making,7.6144609451,5.6129508018,8.4933452606,6.2608904839
2475,Visualizing Social Media Content with SentenTree,9.8051261902,3.5679633617,6.3496427536,9.4019184113
2476,Optimizing Hierarchical Visualizations with the Minimum Description Length Principle,7.7140207291,5.0516662598,6.2161030769,7.1466856003
2477,Visplause: Visual Data Quality Assessment of Many Time Series Using Plausibility Checks,6.9948158264,7.5061573982,9.7655715942,6.1319003105
2478,Surprise! Bayesian Weighting for De-Biasing Thematic Maps,6.6370239258,8.1956195831,11.5076799393,7.1116309166
2479,Multi-Granular Trend Detection for Time-Series Analysis,6.9521608353,7.4794201851,9.5468263626,5.798517704
2480,"Hashedcubes: Simple, Low Memory, Real-Time Visual Exploration of Big Data",6.8737916946,6.7430725098,8.4060230255,7.0516438484
2481,Gaussian Cubes: Real-Time Modeling for Visual Exploration of Large Multidimensional Datasets,6.5221180916,6.4215044975,8.5961170197,6.8767781258
2482,cite2vec: Citation-Driven Document Exploration via Word Embeddings,10.2986793518,4.3075938225,7.0087857246,9.7640733719
2483,Molecular Surface Maps,2.3033950329,4.4739232063,12.0317792892,3.8994567394
2484,Synteny Explorer: An Interactive Visualization Application for Teaching Genome Evolution,3.3052594662,4.1674160957,12.6857404709,7.064956665
2485,Visualizing Shape Deformations with Variation of Geometric Spectrum,3.2522668839,7.9632377625,10.9086780548,4.5427799225
2486,Physics-Based Visual Characterization of Molecular Interaction Forces,2.4592468739,4.3384199142,12.1529092789,3.998311758
2487,PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery,2.323376894,6.4158067703,11.9005241394,5.8218369484
2488,Corresponding Supine and Prone Colon Visualization Using Eigenfunction Analysis and Fold Modeling,2.6389279366,6.6059584618,11.0669441223,3.0552742481
2489,Combined Visualization of Vessel Deformation and Hemodynamics in Cerebral Aneurysms,1.6111844778,6.3483371735,10.9970703125,1.6130330563
2490,Visualization as Seen through its Research Paper Keywords,9.6484584808,4.6249761581,10.3508071899,9.4683818817
2491,Comparing Cross-Sections and 3D Renderings for Surface Matching Tasks Using Physical Ground Truths,4.3808751106,6.7688999176,8.8518543243,8.9350242615
2492,Urban Pulse: Capturing the Rhythm of Cities,7.2836041451,9.4801559448,10.5672197342,10.51957798
2493,Visualization and Extraction of Carvings for Heritage Conservation,10.7176322937,8.1124153137,10.9947891235,3.081969738
2494,In Situ Distribution Guided Analysis and Visualization of Transonic Jet Engine Simulations,4.4267430305,9.2514390945,11.1417198181,4.1128144264
2495,Decal-Maps: Real-Time Layering of Decals on Surfaces for Multivariate Visualization,5.8388314247,6.5713629723,10.8265686035,2.9108264446
2496,Time-Hierarchical Clustering and Visualization of Weather Forecast Ensembles,5.902759552,9.4538650513,12.3277301788,3.0811040401
2497,Visualization of Time-Varying Weather Ensembles across Multiple Resolutions,5.863407135,9.5081090927,11.8451223373,3.4910902977
2498,A Fractional Cartesian Composition Model for Semi-Spatial Comparative Visualization Design,5.4600300789,8.0122203827,12.033074379,3.2869279385
2499,Vol<sup>2</sup>velle: Printable Interactive Volume Visualization,4.8609676361,7.1083955765,10.3684310913,4.933570385
2500,Categorical Colormap Optimization with Visualization Case Studies,5.5020265579,6.2763557434,6.7609343529,3.0741353035
2501,Hybrid Tactile/Tangible Interaction for 3D Data Exploration,9.8746767044,8.5176067352,8.3224620819,10.1090126038
2502,GlyphLens: View-Dependent Occlusion Management in the Interactive Glyph Visualization,5.0559411049,6.906586647,8.1211481094,2.275364399
2503,Correlated Photon Mapping for Interactive Global Illumination of Time-Varying Volumetric Data,4.2340254784,7.2180747986,10.1383733749,5.1829404831
2504,A Versatile and Efficient GPU Data Structure for Spatial Indexing,5.0974097252,7.5686736107,8.1860837936,6.3160896301
2505,Progressive Direct Volume-to-Volume Transformation,3.6060509682,7.476228714,9.7372703552,5.3078989983
2506,OSPRay - A CPU Ray Tracing Framework for Scientific Visualization,4.8623728752,7.6647434235,10.7110443115,4.0407681465
2507,Direct Multifield Volume Ray Casting of Fiber Surfaces,3.6945977211,7.7421650887,9.120018959,2.9775071144
2508,Topological Analysis of Inertial Dynamics,3.9129524231,9.3337898254,10.1331224442,2.6115951538
2509,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,3.2111551762,8.3655586243,9.1801214218,3.3437554836
2510,Backward Finite-Time Lyapunov Exponents in Inertial Flows,3.9934124947,9.3245668411,10.1687717438,2.659113884
2511,Glyphs for General Second-Order 2D and 3D Tensors,2.3740370274,7.9640202522,8.7958145142,2.118897438
2512,Hairy Slices: Evaluating the Perceptual Effectiveness of Cutting Plane Glyphs for 3D Vector Fields,4.7862811089,6.8582935333,9.5937900543,4.4248857498
2513,Visual cluster analysis of trajectory data with interactive Kohonen Maps,6.6644377708,5.1486873627,7.3340764046,4.9391722679
2514,Crystal structures classifier for an evolutionary algorithm structure predictor,2.6558763981,4.1168885231,7.5954880714,6.0482068062
2515,Model-driven Visual Analytics,8.5032968521,6.7014884949,9.9547023773,7.6376290321
2516,Using visual analytics to maintain situation awareness in astrophysics,7.8050098419,9.1826248169,9.7450876236,8.2948856354
2517,Understanding syndromic hotspots - a visual analytics approach,8.2384576797,8.9542980194,11.2978553772,7.0309033394
2518,Configurable Spaces: Temporal analysis in diagrammatic contexts,8.6573352814,3.9612123966,6.3597426414,4.7311177254
2519,Spatio-temporal aggregation for visual analysis of movements,7.1176242828,8.8385477066,11.1728086472,8.1271858215
2520,Maintaining interactivity while exploring massive time series,7.4916005135,6.9284710884,8.409198761,7.0766296387
2521,Collaborative synthesis of visual analytic results,9.7401599884,6.1057152748,9.0514602661,9.5948123932
2522,Visual evaluation of text features for document summarization and analysis,10.1839141846,4.5199947357,7.0342340469,9.1859254837
2523,Evaluating the relationship between user interaction and financial visual analysis,9.5703897476,6.6836128235,9.1189117432,8.1629495621
2524,Visual analytics for complex concepts using a human cognition model,9.5669689178,6.6484456062,9.4509220123,8.1907320023
2525,Entity-based collaboration tools for intelligence analysis,9.9517612457,5.4343457222,9.3214130402,9.6310653687
2526,Applied visual analytics for economic decision-making,8.2395324707,7.0354576111,10.0554761887,8.1654806137
2527,Narratives: A visualization to track narrative events as they develop,10.3095293045,3.9536867142,10.4170598984,9.264670372
2528,Characterizing users' visual analytic activity for insight provenance,8.4919662476,5.9218969345,9.1473522186,9.3146438599
2529,The Scalable Reasoning System: Lightweight visualization for distributed analytics,8.7124900818,6.5736722946,10.0200109482,8.5962848663
2530,Generating hypotheses of trends in high-dimensional data skeletons,5.9508533478,5.1490859985,7.3729400635,5.6626601219
2531,Multivariate visual explanation for high dimensional datasets,7.0326013565,5.4616932869,9.2767601013,5.8161525726
2532,Visual mining of multimedia data for social and behavioral studies,7.4446182251,5.9263868332,8.1469593048,7.5644640923
2533,Multidimensional visual analysis using cross-filtered views,7.6488862038,5.2910432816,8.3319282532,7.6798582077
2534,Interactive poster: Visual analytic techniques for CO<inf>2</inf> emissions and concentrations in the United States,5.8546175957,9.3579397202,10.47016716,5.9788584709
2535,Envisioning user models for adaptive visualization,9.3560314178,5.3373456001,8.547334671,8.8418292999
2536,A compound approach for interactive visualization of time-oriented data,7.8252205849,6.2995891571,10.3583068848,6.7885942459
2537,Interactive poster - SocialRank: An ego- and time-centric workflow for relationship identification,9.3639535904,3.3845334053,7.4599046707,11.1817798615
2538,Visual analysis for mutual fund performance,7.8897910118,7.1313095093,10.4435100555,8.7427091599
2539,An information visualisation system for the understanding of web data,9.2017364502,4.6872010231,7.1883196831,8.1251077652
2540,Supporting exploration awareness for visual analytics,9.7967128754,6.1531524658,8.8707780838,8.7657670975
2541,Interactive poster: Visual data mining of unevenly-spaced event sequences,7.3821287155,7.164768219,11.6032953262,6.8654713631
2542,A 3D treemap approach for analyzing the classificatory distribution in patent portfolios,9.1601037979,4.5232200623,7.4140229225,9.5825214386
2543,Visual analysis of seismic simulation data,5.7543106079,9.1579561234,11.4657173157,3.9430382252
2544,VAST 2008 Challenge: Introducing mini-challenges,8.6624755859,7.8384547234,11.2462062836,9.6910924911
2545,Grand challenge award: Data integration visualization and collaboration in the VAST 2008 Challenge,8.4910421371,8.1688337326,11.571600914,9.5444202423
2546,Grand challenge award 2008: Support for diverse analytic techniques - nSpace2 and GeoTime visual analytics,7.9632411003,8.8038816452,11.0869541168,9.3410377502
2547,Grand challenge award: Interactive visual analytics palantir: The future of analysis,8.4389858246,8.1794424057,11.3403501511,8.7841053009
2548,Migrant boat mini challenge award: Simple and effective integrated display geo-temporal analysis of migrant boats,7.4896039963,9.0191640854,11.141453743,9.4366884232
2549,Evacuation trace Mini Challenge award: Tool integration analysis of movements with Geospatial Visual Analytics Toolkit,7.6260070801,8.8981342316,9.3500423431,8.483915329
2550,Cell phone mini challenge award: Social network accuracy-- exploring temporal communication in mobile call graphs,9.3807544708,3.3953442574,12.0314512253,8.179224968
2551,Evacuation traces mini challenge: User testing to obtain consensus discovering the terrorist,8.040719986,8.9610595703,11.6004476547,9.2003450394
2552,Cell phone mini challenge award: Intuitive social network graphs visual analytics of cell phone data using mobivis and ontovis,9.402923584,3.3955597878,11.8762960434,8.2752227783
2553,Using SocialAction to uncover structure in social networks over time,9.3349609375,3.3836779594,11.4717979431,9.4050693512
2554,Interactive visual clustering of large collections of trajectories,6.6577568054,5.3784852028,7.3628520966,5.0426778793
2555,Proximity-based visualization of movement trace data,6.9622383118,8.9485788345,11.182759285,8.4747371674
2556,Guided analysis of hurricane trends using statistical processes integrated with interactive parallel coordinates,5.9812979698,9.4365110397,12.247841835,3.0345356464
2557,Finding comparable temporal categorical records: A similarity measure with an interactive visualization,7.1931095123,7.3780965805,11.0479545593,6.5289444923
2558,A visual analytics system for radio frequency fingerprinting-based localization,7.2219390869,8.9393758774,9.6936416626,8.1866149902
2559,Geovisual analytics for self-organizing network data,8.5242156982,3.3407363892,12.5326814651,7.9709424973
2560,A framework for uncertainty-aware visual analytics,8.2867984772,6.8261256218,5.0197358131,7.4519491196
2561,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,7.1011629105,5.6975665092,8.1018571854,6.8296551704
2562,Two-stage framework for visualization of clustered high dimensional data,6.1385750771,5.2799034119,7.8913245201,5.9725236893
2563,Model space visualization for multivariate linear trend discovery,6.9638385773,5.596842289,9.4103050232,6.7461090088
2564,LSAView: A tool for visual exploration of latent semantic modeling,10.1021242142,4.1275582314,11.4147729874,4.2878541946
2565,Parallel Tag Clouds to explore and analyze faceted text corpora,10.4934415817,4.2838463783,6.0279984474,9.6817436218
2566,Describing story evolution from dynamic information streams,10.2128992081,3.8639271259,10.7141990662,8.9346599579
2567,"What's being said near ""Martha@? Exploring name entities in literary text collections",10.4886102676,4.3994269371,12.3970794678,6.7121229172
2568,VAST contest dataset use in education,9.1665525436,7.2532229424,10.984172821,9.8769750595
2569,Connecting the dots in visual analysis,8.608962059,4.885764122,8.6593942642,8.0063905716
2570,Capturing and supporting the analysis process,8.776140213,6.1444897652,8.3162403107,8.9492197037
2571,Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study,9.2939777374,6.7018923759,8.8119516373,9.1847667694
2572,A multi-level middle-out cross-zooming approach for large graph analytics,8.2501754761,3.7938132286,9.5667619705,7.7402338982
2573,Visual analysis of graphs with multiple connected components,8.0579662323,3.1618797779,5.5780415535,5.208425045
2574,MassVis: Visual analysis of protein complexes using mass spectrometry,2.7173249722,4.2021250725,12.5961799622,4.1484465599
2575,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,3.7249836922,4.4568619728,8.4267120361,5.5930509567
2576,SpRay: A visual analytics approach for gene expression data,3.6136448383,4.3455309868,13.3167562485,7.2412023544
2577,Visual opinion analysis of customer feedback data,9.9544610977,3.7905828953,10.695400238,7.6911511421
2578,FinVis: Applied visual analytics for personal financial planning,7.9610877037,7.1846961975,10.6094341278,8.6086473465
2579,Iterative integration of visual insights during patent search and analysis,9.2184371948,4.7002301216,7.0858182907,8.0235748291
2580,Analysis of community-contributed space- and time-referenced data (example of flickr and panoramio photos),7.2196507454,8.8341999054,11.2982234955,7.2253041267
2581,Interactive poster: A proposal for sharing user requirements for visual analytic tools,9.5466480255,6.3579549789,10.2574596405,9.230099678
2582,Working memory load as a novel tool for evaluating visual analytics,9.2695960999,6.890127182,8.8415155411,8.3174657822
2583,Comparing two interface tools in performing visual analytics tasks,9.6386938095,7.2803010941,8.7626066208,8.2246742249
2584,A scalable architecture for visual data exploration,7.7125344276,6.306081295,8.5117492676,7.662103653
2585,Interactive visual analysis of location reporting patterns,8.7956399918,5.4250440598,9.4610214233,6.5306887627
2586,Reordered tilebars for visual text exploration,9.6088323593,4.7163567543,7.0432248116,9.7682924271
2587,Visual knowledge exploration and discovery from different points of view,10.2064971924,5.5682406425,7.7928881645,8.4869432449
2588,Poster: Visual prediction of time series,6.9388399124,7.5900740623,10.2789964676,7.4814281464
2589,ProcessLine: Visualizing time-series data in process industry,7.8218507767,7.4626731873,10.3267974854,8.6168317795
2590,Articulate: a conversational interface for visual analytics,9.9543552399,5.777173996,7.6827311516,9.1086435318
2591,BEADS: High dimensional data cluster visualization,6.2408180237,5.7801508904,10.7511177063,3.798276186
2592,Interactive poster: Interactive multiobjective optimization - a new application area for visual analytics,7.5954561234,5.6739106178,10.0853252411,8.2953824997
2593,Poster: Icexplorer: Studying Great Lakes Ice cover,6.7243180275,9.0667695999,8.1982135773,7.2209320068
2594,VAST 2009 challenge: An insider threat,8.3755588531,8.0775289536,11.6323013306,9.3070259094
2595,Timeline analysis of undercover activities VAST 2009 traffic mini challenge award: Good analytical technique,8.1828737259,7.8996787071,11.9113197327,9.1702661514
2596,Solving the traffic and flitter challenges with tulip,8.1955165863,8.0912761688,11.9693422318,8.9643392563
2597,Palantir: A visualization platform for real-world analysis,8.3434391022,7.9516196251,11.1707620621,9.2318067551
2598,Combining iterative analytical reasoning and software development using the visualization language Processing,9.3216686249,5.9282064438,11.3665122986,9.4511060715
2599,Integrative visual analytics for suspicious behavior detection,8.1119251251,8.2578163147,11.6606225967,9.1258335114
2600,Detecting and analyzing relationships among anomalies,7.9992156029,7.7325658798,11.904135704,9.1924495697
2601,VIDI surveillance - embassy monitoring and oversight system,7.3548936844,8.4275827408,11.9353494644,9.3162508011
2602,"VIScover: Visualizing, exploring, and analysing structured data",8.0481204987,8.2520313263,11.9100227356,8.3106966019
2603,Visualization of uncertainty and analysis of geographical data,7.3781476021,8.2367200851,4.9835395813,7.4341983795
2604,Multiple step social structure analysis with Cytoscape,9.1996631622,3.3935778141,11.8744134903,8.2228374481
2605,EAKOS: VAST 2009,9.3594770432,3.4521164894,11.9945211411,8.2875137329
2606,Visualized subgraph search,9.2405424118,4.8751091957,7.6776804924,8.3670940399
2607,Innovative filtering techniques and customized analytics tools,8.4955348969,8.0529537201,11.3539934158,9.44551754
2608,VAST 2009 Traffic Mini Challenge: Intuitive analytic information presentation,8.0974321365,7.7648329735,11.893787384,9.1936187744
2609,"Professional analysts using a large, high-resolution display",8.4497823715,7.7225060463,8.3025217056,9.7329530716
2610,Merging visual analysis with automated reasoning: Using Prajna to solve the traffic challenge,8.8857936859,6.5125837326,11.3083753586,9.4782495499
2611,How interactive visualization can assist investigative analysis: Views and perspectives from domain experts,9.8867855072,6.0230340958,8.497423172,9.0734043121
2612,DimStiller: Workflows for dimensional analysis and reduction,7.1847319603,5.7156562805,8.3364858627,7.8583035469
2613,Visual exploration of classification models for risk assessment,7.0264263153,5.1065225601,9.9187812805,7.9858522415
2614,Improving the visual analysis of high-dimensional datasets using quality measures,6.1480846405,5.6550898552,7.8226056099,6.6501722336
2615,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,6.2014942169,4.9308743477,7.7939696312,5.7699313164
2616,Finding and visualizing relevant subspaces for clustering high-dimensional astronomical data using connected morphological operators,6.1113314629,5.0773406029,7.4490914345,5.6820397377
2617,Flow-based scatterplots for sensitivity analysis,6.642141819,5.8010382652,8.6663331985,5.6854896545
2618,Anomaly detection in GPS data based on visual analytics,7.4753236771,7.9241600037,10.7075748444,7.8229985237
2619,Discovering bits of place histories from people's activity traces,7.3320360184,8.8374519348,11.3044567108,7.1927313805
2620,A visual analytics approach to model learning,6.401804924,4.5330724716,7.402803421,5.0071649551
2621,Multidimensional data dissection using attribute relationship graphs,7.7162995338,5.0584778786,8.3156642914,7.6325626373
2622,Visual market sector analysis for financial time series data,7.8638525009,7.1460471153,10.5802316666,8.7231245041
2623,Two-stage framework for a topology-based projection and visualization of classified document collections,9.8412313461,4.468793869,6.6596598625,7.6681365967
2624,Understanding text corpora with multiple facets,10.2929439545,4.3620204926,7.0055932999,9.3094491959
2625,VizCept: Supporting synchronous collaboration for constructing visualizations in intelligence analysis,9.7608766556,5.9971199036,9.4068059921,9.7029914856
2626,Diamonds in the rough: Social media visual analytics for journalistic inquiry,10.0922927856,3.54763484,11.4161682129,8.0568780899
2627,Visual readability analysis: How to make your writings easier to read,10.4658546448,5.0530376434,6.9886527061,9.7196712494
2628,NetClinic: Interactive visualization to enhance automated fault diagnosis in enterprise networks,8.3151712418,7.2031540871,9.3630781174,8.1276273727
2629,"Geo-historical context support for information foraging and sensemaking: Conceptual model, implementation, and assessment",7.456805706,9.1554374695,8.629901886,9.3521127701
2630,Real-time aggregation of Wikipedia data for visual analytics,9.5367565155,3.9859888554,9.56341362,9.4707994461
2631,Click2Annotate: Automated Insight Externalization with rich semantics,8.6723499298,5.8413143158,9.5906744003,9.1359405518
2632,Interactive querying of temporal data using a comic strip metaphor,7.818628788,6.510093689,9.6942949295,6.5142416954
2633,A closer look at note taking in the co-located collaborative visual analytics process,9.940372467,6.0591397285,9.4600028992,9.8004617691
2634,An exploratory study of co-located collaborative visual analytics around a tabletop display,9.9348554611,6.1432828903,9.4153871536,9.701467514
2635,Helping users recall their reasoning process,9.2414007187,6.5172843933,8.7445278168,8.9119729996
2636,Comparing different levels of interaction constraints for deriving visual problem isomorphs,9.5481271744,7.0130906105,8.3018369675,9.0342311859
2637,Towards the Personal Equation of Interaction: The impact of personality factors on visual analytics interface interaction,10.5897607803,7.0530819893,8.9813480377,8.3237552643
2638,Poster: Dynamic time transformation for interpreting clusters of trajectories with space-time cube,7.0575742722,8.5272140503,13.0163917542,5.1327567101
2639,Interactive visual analysis of multiobjective optimizations,7.5020923615,5.6908669472,7.2008128166,5.7405085564
2640,Cluster correspondence views for enhanced analysis of SOM displays,6.5968160629,5.113342762,7.2669010162,4.9070911407
2641,Visualization of temporal relationships within coordinated views,9.1202335358,5.7749137878,10.4198665619,6.9788613319
2642,Conveying network features in geospatial battlespace displays,7.7751331329,9.201125145,12.0106859207,8.2062091827
2643,ALIDA: Using machine learning for intent discernment in visual analytics interfaces,8.8381996155,6.2326011658,8.4930334091,8.4219036102
2644,Enhancing text-based chat with visuals for hazardous weather decision making,9.9940729141,4.5763549805,12.3851728439,3.0433747768
2645,Visual analysis of frequent patterns in large time series,7.0705289841,7.2655229568,9.9830713272,6.1398911476
2646,Visually representing geo-temporal differences,6.695830822,8.9049386978,10.4816980362,6.3245196342
2647,A continuous analysis process between desktop and collaborative visual analytics environments,9.758646965,6.1966371536,9.4537506104,9.5024023056
2648,EmailTime: Visual analytics of emails,9.3997421265,4.0551323891,9.5005426407,6.5365524292
2649,Enron case study: Analysis of email behavior using EmailTime,9.4745664597,4.1238546371,7.4377651215,11.1890592575
2650,Large-scale neuroanatomical visualization using a manifold embedding approach,2.9857161045,5.6624855995,8.5044555664,7.4308476448
2651,"Combining statistical independence testing, visual attribute selection and automated analysis to find relevant attributes for classification",6.8671722412,5.0362949371,8.8448982239,6.0048217773
2652,Data representation and exploration with Geometric Wavelets,7.0224118233,5.7084746361,10.7625246048,7.8320770264
2653,Poster: Translating cross-filtered queries into questions,9.3786478043,4.8411445618,8.3151473999,7.9843010902
2654,ProDV -- A case study in delivering visual analytics,8.7595739365,6.9551234245,9.7998781204,8.9119491577
2655,A Visual Analytics approach to identifying protein structural constraints,2.6863920689,4.1332583427,12.6264209747,4.0968680382
2656,A radial visualization tool for depicting hierarchically structured video content,5.8907814026,7.2059459686,9.0310096741,12.1196994781
