,Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,White_win%,Black_win%,White_odds,White_Wins,Black_Wins
1034,"Queen Pawn Game, London System",white,11614,D02,2018-07-09,2098,2074,35.6,31.1,33.3,1.d4 d5 2.Nf3 Nf6 3.Bf4,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.Bf4']",d4,d5,Nf3,Nf6,Bf4,,,,35.6,33.3,1.0690690690690692,4134.584,3867.4619999999995
1035,"Queen Pawn Game, Mason Attack",white,433,D00,2018-06-02,1906,1902,31.2,21.0,47.8,1.d4 d5 2.f4,"['1.d4', 'd5', '2.f4']",d4,d5,f4,,,,,,31.2,47.8,0.6527196652719666,135.096,206.974
1036,"Queen Pawn Game, Queen Fianchetto",black,1597,A40,2018-07-03,2069,2115,30.4,22.9,46.6,1.d4 b6,"['1.d4', 'b6']",d4,b6,,,,,,,46.6,30.4,1.5328947368421053,744.202,485.48799999999994
1037,"Queen Pawn Game, Sarratt Attack",white,7142,D00,2018-07-09,2127,2107,42.9,28.4,28.7,1.d4 d5 2.Bf4,"['1.d4', 'd5', '2.Bf4']",d4,d5,Bf4,,,,,,42.9,28.7,1.494773519163763,3063.9179999999997,2049.754
1038,"Queen Pawn Game, Steinitz Countergambit",black,1035,D00,2018-07-08,2247,2263,37.7,30.8,31.5,1.d4 d5 2.Bf4 c5,"['1.d4', 'd5', '2.Bf4', 'c5']",d4,d5,Bf4,c5,,,,,31.5,37.7,0.8355437665782492,326.025,390.195
1039,"Queen Pawn Game, Stonewall Attack",white,1586,D00,2018-06-29,2013,1997,38.1,22.3,39.6,1.d4 d5 2.e3 Nf6 3.Bd3,"['1.d4', 'd5', '2.e3', 'Nf6', '3.Bd3']",d4,d5,e3,Nf6,Bd3,,,,38.1,39.6,0.9621212121212122,604.2660000000001,628.056
1040,"Queen Pawn Game, Symmetrical Variation",black,9285,D02,2018-07-08,2193,2213,26.9,34.6,38.4,1.d4 d5 2.Nf3 Nf6,"['1.d4', 'd5', '2.Nf3', 'Nf6']",d4,d5,Nf3,Nf6,,,,,38.4,26.9,1.4275092936802973,3565.44,2497.665
1041,"Queen Pawn Game, Symmetrical Variation, Pseudo-Catalan",white,5976,D02,2018-07-07,2121,2116,32.1,33.6,34.3,1.d4 d5 2.Nf3 Nf6 3.g3,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.g3']",d4,d5,Nf3,Nf6,g3,,,,32.1,34.3,0.9358600583090381,1918.296,2049.768
1042,"Queen Pawn Game, Torre Attack",white,2839,D03,2018-06-30,2113,2079,41.5,30.9,27.6,1.d4 d5 2.Nf3 Nf6 3.Bg5,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.Bg5']",d4,d5,Nf3,Nf6,Bg5,,,,41.5,27.6,1.5036231884057971,1178.185,783.5640000000001
1043,"Queen Pawn Game, Torre Attack, Gossip Variation",black,1637,D03,2018-06-16,2207,2211,39.8,31.9,28.3,1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.Bg5', 'Ne4']",d4,d5,Nf3,Nf6,Bg5,Ne4,,,28.3,39.8,0.7110552763819096,463.27099999999996,651.526
1044,"Queen Pawn Game, Torre Attack, Gruenfeld Variation",black,138,D03,2017-12-17,2161,2140,33.3,28.3,38.4,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.Bg5', 'g6']",d4,d5,Nf3,Nf6,Bg5,g6,,,38.4,33.3,1.1531531531531531,52.992,45.95399999999999
1045,"Queen Pawn Game, Torre Attack, Gruenfeld Variation, Main Line",black,1997,D03,2018-06-29,2271,2294,26.9,38.4,34.7,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.e3 Bg7 5.Nbd2 O-O,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.Bg5', 'g6', '4.e3', 'Bg7', '5.Nbd2', 'O-O']",d4,d5,Nf3,Nf6,Bg5,g6,e3,Bg7,34.7,26.9,1.2899628252788107,692.9590000000001,537.193
1046,"Queen Pawn Game, Veresov Atack, Alburt Defense",black,462,D00,2018-05-06,2151,2146,35.5,29.9,34.6,1.d4 d5 2.Nc3 Bf5,"['1.d4', 'd5', '2.Nc3', 'Bf5']",d4,d5,Nc3,Bf5,,,,,34.6,35.5,0.9746478873239437,159.852,164.01
1047,"Queen Pawn Game, Veresov Atack, Boyce Defense",black,124,D01,2018-05-29,2039,2092,25.0,18.6,56.5,1.d4 d5 2.Nc3 Nf6 3.Bg5 Ne4,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'Ne4']",d4,d5,Nc3,Nf6,Bg5,Ne4,,,56.5,25.0,2.26,70.06,31.0
1048,"Queen Pawn Game, Veresov Atack, Classical Defense",white,361,D01,2018-06-30,2049,2070,34.9,25.5,39.6,1.d4 d5 2.Nc3 Nf6 3.Bg5 e6 4.Nf3,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'e6', '4.Nf3']",d4,d5,Nc3,Nf6,Bg5,e6,Nf3,,34.9,39.6,0.8813131313131313,125.98899999999999,142.95600000000002
1049,"Queen Pawn Game, Veresov Atack, Dutch System",black,1623,A80,2018-06-06,2259,2301,27.8,30.7,41.5,1.d4 d5 2.Nc3 f5,"['1.d4', 'd5', '2.Nc3', 'f5']",d4,d5,Nc3,f5,,,,,41.5,27.8,1.4928057553956835,673.545,451.194
1050,"Queen Pawn Game, Veresov Atack, Richter Variation",white,699,D01,2018-05-18,2177,2177,41.1,23.9,35.0,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'Bf5', '4.f3']",d4,d5,Nc3,Nf6,Bg5,Bf5,f3,,41.1,35.0,1.1742857142857144,287.289,244.65
1051,"Queen Pawn Game, Veresov Atack, Veresov Variation",white,427,D01,2018-06-27,2260,2235,40.5,31.6,27.9,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.Bxf6,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'Bf5', '4.Bxf6']",d4,d5,Nc3,Nf6,Bg5,Bf5,Bxf6,,40.5,27.9,1.4516129032258065,172.935,119.133
1052,"Queen Pawn Game, Veresov Attack",white,2199,D00,2018-07-07,2122,2121,37.3,25.1,37.6,1.d4 d5 2.Nc3,"['1.d4', 'd5', '2.Nc3']",d4,d5,Nc3,,,,,,37.3,37.6,0.9920212765957446,820.227,826.8240000000001
1053,"Queen Pawn Game, Veresov Attack, Two Knights System",white,883,D01,2018-05-11,2253,2226,32.6,31.7,35.7,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'Nbd7', '4.Nf3']",d4,d5,Nc3,Nf6,Bg5,Nbd7,Nf3,,32.6,35.7,0.9131652661064426,287.858,315.231
1054,"Queen Pawn Game, Veresov Attack, Two Knights System, Gruenfeld Defense",black,392,D01,2018-05-26,2295,2274,39.0,33.7,27.3,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6,"['1.d4', 'd5', '2.Nc3', 'Nf6', '3.Bg5', 'Nbd7', '4.Nf3', 'g6']",d4,d5,Nc3,Nf6,Bg5,Nbd7,Nf3,g6,27.3,39.0,0.7000000000000001,107.016,152.88
1055,"Queen Pawn Game, Zukertort Variation",white,12277,D02,2018-07-07,2157,2138,37.5,30.9,31.6,1.d4 d5 2.Nf3,"['1.d4', 'd5', '2.Nf3']",d4,d5,Nf3,,,,,,37.5,31.6,1.1867088607594936,4603.875,3879.532
1056,"Queen Pawn Opening, General",white,1232,A40,2018-06-26,2140,2107,46.9,24.2,28.9,1.d4,['1.d4'],d4,,,,,,,,46.9,28.9,1.6228373702422145,577.808,356.04799999999994
1057,"Queen's Gambit Accepted, Accelerated Mannheim Variation",white,151,D20,2018-06-29,2063,2071,28.5,26.5,45.0,1.d4 d5 2.c4 dxc4 3.Qa4+,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Qa4+']",d4,d5,c4,dxc4,Qa4+,,,,28.5,45.0,0.6333333333333333,43.035,67.95
1058,"Queen's Gambit Accepted, Alekhine Defense",black,1067,D22,2018-07-07,2342,2364,30.6,37.7,31.8,1.d4 d5 2.c4 dxc4 3.Nf3 a6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'a6']",d4,d5,c4,dxc4,Nf3,a6,,,31.8,30.6,1.0392156862745099,339.306,326.502
1059,"Queen's Gambit Accepted, Alekhine Defense, Borisenko-Furman Variation",white,122,D21,2017-12-16,2409,2364,36.1,33.6,30.3,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'a6', '4.e4']",d4,d5,c4,dxc4,Nf3,a6,e4,,36.1,30.3,1.1914191419141915,44.042,36.966
1060,"Queen's Gambit Accepted, Alekhine Defense, Haberditz Variation",black,322,D22,2018-05-22,2372,2397,7.5,64.9,27.6,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'a6', '4.e3', 'b5']",d4,d5,c4,dxc4,Nf3,a6,e3,b5,27.6,7.5,3.68,88.87200000000001,24.15
1061,"Queen's Gambit Accepted, Bogoljubow Defense",white,682,D24,2018-05-25,2431,2409,43.1,28.9,28.0,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.Nc3', 'a6', '5.e4']",d4,d5,c4,dxc4,Nf3,Nf6,Nc3,a6,43.1,28.0,1.5392857142857144,293.942,190.96
1062,"Queen's Gambit Accepted, Central Variation, Alekhine System",black,1482,D20,2018-07-08,2333,2372,25.5,33.3,41.2,1.d4 d5 2.c4 dxc4 3.e4 Nf6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'Nf6']",d4,d5,c4,dxc4,e4,Nf6,,,41.2,25.5,1.615686274509804,610.5840000000001,377.91
1063,"Queen's Gambit Accepted, Central Variation, Greco Variation",black,204,D20,2018-07-02,2297,2286,33.8,26.0,40.2,1.d4 d5 2.c4 dxc4 3.e4 b5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'b5']",d4,d5,c4,dxc4,e4,b5,,,40.2,33.8,1.1893491124260356,82.00800000000001,68.952
1064,"Queen's Gambit Accepted, Central Variation, McDonnell Defense",black,1911,D20,2018-07-06,2289,2314,24.5,34.0,41.5,1.d4 d5 2.c4 dxc4 3.e4 e5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'e5']",d4,d5,c4,dxc4,e4,e5,,,41.5,24.5,1.6938775510204083,793.065,468.195
1065,"Queen's Gambit Accepted, Central Variation, Modern Defense",black,907,D20,2018-06-17,2336,2358,30.2,27.8,42.0,1.d4 d5 2.c4 dxc4 3.e4 Nc6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'Nc6']",d4,d5,c4,dxc4,e4,Nc6,,,42.0,30.2,1.390728476821192,380.94,273.914
1066,"Queen's Gambit Accepted, Central Variation, Rubinstein Defense",black,393,D20,2018-06-29,2256,2311,18.6,37.4,44.0,1.d4 d5 2.c4 dxc4 3.e4 c5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'c5']",d4,d5,c4,dxc4,e4,c5,,,44.0,18.6,2.365591397849462,172.92,73.098
1067,"Queen's Gambit Accepted, Classical Defense",black,897,D26,2018-06-30,2324,2368,18.3,45.0,36.7,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,36.7,18.3,2.005464480874317,329.199,164.151
1068,"Queen's Gambit Accepted, Classical Defense, Alekhine System",white,362,D28,2018-05-08,2420,2383,41.4,37.6,21.0,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.Qe2']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,41.4,21.0,1.9714285714285713,149.868,76.02
1069,"Queen's Gambit Accepted, Classical Defense, Alekhine System, Except Main Line",black,434,D28,2018-06-24,2324,2348,25.8,36.4,37.8,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.Qe2', 'b5']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,37.8,25.8,1.4651162790697674,164.05199999999996,111.97200000000001
1070,"Queen's Gambit Accepted, Classical Defense, Alekhine System, Main Line",black,781,D29,2018-07-02,2381,2380,31.6,36.9,31.5,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.Qe2', 'b5', '8.Bb3', 'Bb7']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,31.5,31.6,0.9968354430379747,246.015,246.79600000000002
1071,"Queen's Gambit Accepted, Classical Defense, Main Lines",black,4210,D27,2018-07-09,2346,2386,16.7,47.5,35.8,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,35.8,16.7,2.143712574850299,1507.18,703.07
1072,"Queen's Gambit Accepted, Classical Defense, Normal Lines",white,126,D26,2018-05-06,2356,2261,61.9,30.9,7.1,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,61.9,7.1,8.71830985915493,77.994,8.946
1073,"Queen's Gambit Accepted, Classical Defense, Rubinstein Variation",white,2349,D27,2018-06-29,2366,2336,33.4,43.1,23.5,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.a4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.a4']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,33.4,23.5,1.4212765957446807,784.5659999999999,552.015
1074,"Queen's Gambit Accepted, Classical Defense, Russian Gambit",white,162,D27,2018-06-21,2475,2423,42.0,38.3,19.8,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.e4']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,42.0,19.8,2.121212121212121,68.04,32.076
1075,"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Development Variation",black,842,D26,2018-07-04,2257,2311,17.1,42.2,40.7,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'Nc6']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,40.7,17.1,2.3801169590643276,342.694,143.982
1076,"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Exchange Variation",black,185,D26,2018-06-20,2192,2258,12.4,40.0,47.6,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'cxd4']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,47.6,12.4,3.838709677419355,88.06,22.94
1077,"Queen's Gambit Accepted, Deferred",black,264,D25,2018-06-19,2160,2203,34.1,29.9,36.0,1.d4 d5 2.Nf3 Nf6 3.c4 dxc4,"['1.d4', 'd5', '2.Nf3', 'Nf6', '3.c4', 'dxc4']",d4,d5,Nf3,Nf6,c4,dxc4,,,36.0,34.1,1.0557184750733137,95.04,90.024
1078,"Queen's Gambit Accepted, Furman Variation",black,776,D27,2018-06-20,2399,2434,14.4,66.2,19.3,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6', '5.Bxc4', 'c5', '6.O-O', 'a6', '7.dxc5', 'Bxc5']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,19.3,14.4,1.340277777777778,149.768,111.744
1079,"Queen's Gambit Accepted, General",black,1386,D20,2018-06-07,2028,2065,40.9,23.7,35.4,1.d4 d5 2.c4 dxc4,"['1.d4', 'd5', '2.c4', 'dxc4']",d4,d5,c4,dxc4,,,,,35.4,40.9,0.8655256723716381,490.644,566.874
1080,"Queen's Gambit Accepted, Gunsberg Defense",black,981,D21,2018-06-24,2335,2365,24.8,42.5,32.7,1.d4 d5 2.c4 dxc4 3.Nf3 c5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'c5']",d4,d5,c4,dxc4,Nf3,c5,,,32.7,24.8,1.3185483870967742,320.78700000000003,243.28799999999998
1081,"Queen's Gambit Accepted, Gunsberg Defense, Prianishenmo Gambit",white,315,D24,2018-06-23,2478,2421,41.6,41.6,16.8,1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nf3 e6 6.e4 exd5 7.e5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nc3', 'c5', '4.d5', 'Nf6', '5.Nf3', 'e6', '6.e4', 'exd5', '7.e5']",d4,d5,c4,dxc4,Nc3,c5,d5,Nf6,41.6,16.8,2.4761904761904763,131.04,52.92
1082,"Queen's Gambit Accepted, Janowski-Larsen Variation",black,2149,D25,2018-06-30,2288,2328,23.6,39.5,37.0,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'Bg4']",d4,d5,c4,dxc4,Nf3,Nf6,e3,Bg4,37.0,23.6,1.5677966101694913,795.13,507.164
1083,"Queen's Gambit Accepted, Linares Variation",black,169,D20,2017-10-20,2343,2366,33.7,21.3,45.0,1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4', 'c5', '4.d5', 'Nf6', '5.Nc3', 'b5']",d4,d5,c4,dxc4,e4,c5,d5,Nf6,45.0,33.7,1.3353115727002967,76.05,56.953
1084,"Queen's Gambit Accepted, Mannheim Variation",white,951,D23,2018-06-27,2368,2345,38.6,36.9,24.5,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.Qa4+']",d4,d5,c4,dxc4,Nf3,Nf6,Qa,,38.6,24.5,1.5755102040816327,367.086,232.995
1085,"Queen's Gambit Accepted, Normal Variation",white,369,D21,2018-07-04,2341,2286,37.9,29.0,33.1,1.d4 d5 2.c4 dxc4 3.Nf3,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3']",d4,d5,c4,dxc4,Nf3,,,,37.9,33.1,1.1450151057401812,139.851,122.139
1086,"Queen's Gambit Accepted, Normal Variation",white,816,D25,2018-06-21,2344,2295,37.1,34.8,28.1,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3']",d4,d5,c4,dxc4,Nf3,Nf6,e3,,37.1,28.1,1.3202846975088969,302.73600000000005,229.29600000000002
1087,"Queen's Gambit Accepted, Normal Variation, Traditional System",black,930,D26,2018-06-27,2220,2276,24.9,33.4,41.6,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'e6']",d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,41.6,24.9,1.670682730923695,386.88,231.57
1088,"Queen's Gambit Accepted, Old Variation",white,2835,D20,2018-07-06,2315,2265,40.9,34.6,24.5,1.d4 d5 2.c4 dxc4 3.e3,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e3']",d4,d5,c4,dxc4,e3,,,,40.9,24.5,1.6693877551020408,1159.515,694.575
1089,"Queen's Gambit Accepted, Rosenthal Variation",black,551,D21,2018-06-15,2304,2338,27.8,34.3,37.9,1.d4 d5 2.c4 dxc4 3.Nf3 e6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'e6']",d4,d5,c4,dxc4,Nf3,e6,,,37.9,27.8,1.3633093525179856,208.82899999999998,153.178
1090,"Queen's Gambit Accepted, Saduleto Variation",white,124,D20,2018-06-20,2044,1942,69.3,14.5,16.1,1.d4 d5 2.c4 dxc4 3.e4,"['1.d4', 'd5', '2.c4', 'dxc4', '3.e4']",d4,d5,c4,dxc4,e4,,,,69.3,16.1,4.304347826086956,85.93199999999999,19.964000000000002
1091,"Queen's Gambit Accepted, Showalter Variation",white,1094,D24,2018-06-22,2241,2221,36.2,28.0,35.8,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.Nc3']",d4,d5,c4,dxc4,Nf3,Nf6,Nc3,,36.2,35.8,1.011173184357542,396.028,391.652
1092,"Queen's Gambit Accepted, Smyslov Variation",black,402,D25,2018-05-22,2312,2390,23.6,37.3,39.0,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'g6']",d4,d5,c4,dxc4,Nf3,Nf6,e3,g6,39.0,23.6,1.6525423728813557,156.78,94.87200000000001
1093,"Queen's Gambit Accepted, Winawer Defense",black,195,D25,2018-03-31,2268,2339,22.1,38.5,39.5,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6,"['1.d4', 'd5', '2.c4', 'dxc4', '3.Nf3', 'Nf6', '4.e3', 'Be6']",d4,d5,c4,dxc4,Nf3,Nf6,e3,Be6,39.5,22.1,1.7873303167420813,77.025,43.095
1094,"Queen's Gambit Declined, Anti-Tartakower Variation",white,866,D55,2018-06-03,2396,2381,39.8,39.3,20.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bxf6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,39.8,20.9,1.9043062200956937,344.66799999999995,180.99399999999997
1095,"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation",white,606,D55,2018-06-23,2503,2447,24.3,68.2,7.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bxf6', 'Bxf6', '8.Rc1', 'c6', '9.Bd3', 'Nd7', '10.O-O', 'dxc4', '11.Bxc4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,24.3,7.6,3.197368421052632,147.258,46.056
1096,"Queen's Gambit Declined, Barmen Variation",black,3934,D37,2018-07-05,2257,2304,22.1,36.9,41.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Nbd7,41.0,22.1,1.855203619909502,1612.94,869.4140000000001
1097,"Queen's Gambit Declined, Cambridge Springs Variation",black,4383,D52,2018-07-07,2191,2227,27.4,33.3,39.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e3 Qa5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.Nf3', 'c6', '6.e3', 'Qa5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,39.4,27.4,1.4379562043795622,1726.9019999999998,1200.942
1098,"Queen's Gambit Declined, Capablanca - General",black,706,D30,2018-06-09,2389,2413,31.2,37.8,31.0,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.Bg5', 'h6']",d4,d5,c4,e6,Nf3,Nf6,Bg5,h6,31.0,31.2,0.9935897435897436,218.86,220.27200000000002
1099,"Queen's Gambit Declined, Capablanca Variation",white,163,D30,2018-06-20,2441,2386,47.2,33.7,19.0,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'c6', '6.Nbd2']",d4,d5,c4,e6,Nf3,Nf6,Bg5,Nbd7,47.2,19.0,2.4842105263157896,76.936,30.97
1100,"Queen's Gambit Declined, Charousek (Petrosian) Variation",black,5019,D31,2018-07-09,2282,2319,21.2,39.0,39.8,1.d4 d5 2.c4 e6 3.Nc3 Be7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Be7']",d4,d5,c4,e6,Nc3,Be7,,,39.8,21.2,1.8773584905660377,1997.562,1064.028
1101,"Queen's Gambit Declined, Exchange Variation",white,1459,D35,2018-07-06,2233,2199,43.0,34.6,22.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.cxd5']",d4,d5,c4,e6,Nc3,Nf6,cxd5,,43.0,22.3,1.9282511210762332,627.37,325.357
